********************************************************************************
Field Output Report, written Wed Apr 16 15:17:29 2025

Source 1
---------

   ODB: C:/lnms/Vid/cross-hole/cross-hole-U.odb
   Step: loading
   Frame: Increment      0: Step Time =    0.000

Loc 1 : Integration point values from source 1

Output sorted by column "Element Label".

Field Output reported at integration points for region: SPECIMEN-1.Region_1

          Element              Int            S.S11            S.S22            S.S33            S.S12
            Label               Pt           @Loc 1           @Loc 1           @Loc 1           @Loc 1
-------------------------------------------------------------------------------------------------------
               26                3       110.013191       134.004150               0.       80.3226547
               26                4       101.398857       106.481987               0.       87.4024506
               27                1       111.821022       92.5729599               0.       86.7643509
               27                2       138.645355       106.769684               0.       86.9186935
               27                3       136.485046       99.5245667               0.       79.4928894
               27                4       162.143433       112.523346               0.       78.7190781
               28                1       164.483978       67.1633301               0.       44.8086014
               28                2       178.141998       67.5181046               0.       24.1477699
               28                3       124.798950       39.9696388               0.       47.4147797
               28                4       138.667175       39.2183266               0.       27.5142612
               29                1       141.180115       82.8598251               0.       18.5139465
               29                2       134.925125       84.3344727               0.       10.8621674
               29                3       138.054169       109.372864               0.       23.8989582
               29                4       128.710800       114.210747               0.       19.0615311
               30                1       64.5497437       128.601776               0.       33.6269341
               30                2       88.8737488       177.149918               0.       24.2701092
               30                3       56.7830544       108.590286               0.       52.1457367
               30                4       83.9608536       162.928680               0.       43.3628044
               31                1       112.523346       162.143433               0.       78.7190781
               31                2       106.769684       138.645355               0.       86.9186935
               31                3       99.5245667       136.485046               0.       79.4928894
               31                4       92.5729599       111.821022               0.       86.7643509
               32                1       106.481987       101.398857               0.       87.4024506
               32                2       143.394608       120.010246               0.       89.2408371
               32                3       134.004150       110.013191               0.       80.3226547
               32                4       170.500580       127.262543               0.       80.2947845
               33                1       162.928680       83.9608536               0.       43.3628044
               33                2       177.149918       88.8737488               0.       24.2701092
               33                3       108.590286       56.7830544               0.       52.1457367
               33                4       128.601776       64.5497437               0.       33.6269341
               34                1       114.210747       128.710800               0.       19.0615311
               34                2       84.3344727       134.925125               0.       10.8621674
               34                3       109.372864       138.054169               0.       23.8989582
               34                4       82.8598251       141.180115               0.       18.5139465
               35                1       39.2183266       138.667175               0.       27.5142612
               35                2       67.5181046       178.141998               0.       24.1477699
               35                3       39.9696388       124.798950               0.       47.4147797
               35                4       67.1633301       164.483978               0.       44.8086014
               36                1       162.143433       112.523346               0.      -78.7190781
               36                2       138.645355       106.769684               0.      -86.9186935
               36                3       136.485046       99.5245667               0.      -79.4928894
               36                4       111.821022       92.5729599               0.      -86.7643509
               37                1       101.398857       106.481987               0.      -87.4024506
               37                2       120.010246       143.394608               0.      -89.2408371
               37                3       110.013191       134.004150               0.      -80.3226547
               37                4       127.262543       170.500580               0.      -80.2947845
               38                1       83.9608536       162.928680               0.      -43.3628044
               38                2       88.8737488       177.149918               0.      -24.2701092
               38                3       56.7830544       108.590286               0.      -52.1457367
               38                4       64.5497437       128.601776               0.      -33.6269341
               39                1       128.710800       114.210747               0.      -19.0615311
               39                2       134.925125       84.3344727               0.      -10.8621674
               39                3       138.054169       109.372864               0.      -23.8989582
               39                4       141.180115       82.8598251               0.      -18.5139465
               40                1       138.667175       39.2183266               0.      -27.5142612
               40                2       178.141998       67.5181046               0.      -24.1477699
               40                3       124.798950       39.9696388               0.      -47.4147797
               40                4       164.483978       67.1633301               0.      -44.8086014


********************************************************************************
Field Output Report, written Wed Apr 16 15:17:41 2025

Source 1
---------

   ODB: C:/lnms/Vid/cross-hole/cross-hole-U.odb
   Step: loading
   Frame: Increment      3: Step Time =   0.3000

Loc 1 : Integration point values from source 1

Output sorted by column "Element Label".

Field Output reported at integration points for region: SPECIMEN-1.Region_1

          Element              Int            S.S11            S.S22            S.S33            S.S12
            Label               Pt           @Loc 1           @Loc 1           @Loc 1           @Loc 1
-------------------------------------------------------------------------------------------------------
                1                1       195.129166       133.835114               0.      -95.5532455
                1                2       166.257126       129.375671               0.      -105.246552
                1                3       160.803757       114.371712               0.      -94.7123184
                1                4       130.468384       108.099152               0.      -103.213058
                2                1       118.027573       125.393509               0.      -103.668083
                2                2       143.525772       171.022278               0.      -107.998787
                2                3       126.903259       157.615921               0.      -95.9417953
                2                4       150.539459       203.229218               0.      -97.9952469
                3                1       100.226341       195.621201               0.      -52.3946114
                3                2       105.728462       212.111481               0.      -29.9838943
                3                3       65.0692291       125.949768               0.      -58.5675278
                3                4       72.2248611       145.837601               0.      -37.8942528
                4                1       148.692398       132.093307               0.      -21.5496902
                4                2       151.198013       94.0053482               0.      -12.1318541
                4                3       162.591324       129.190079               0.      -28.0027046
                4                4       162.592453       95.0717239               0.      -21.5892677
                5                1       160.691452       44.3195839               0.      -31.9130268
                5                2       214.442734       78.9595108               0.      -30.1106071
                5                3       147.848160       46.2371788               0.      -53.8045731
                5                4       199.389816       79.1990280               0.      -54.0791321
                6                1       203.229218       150.539459               0.      -97.9952469
                6                2       171.022278       143.525772               0.      -107.998787
                6                3       157.615921       126.903259               0.      -95.9417953
                6                4       125.393509       118.027573               0.      -103.668083
                7                1       108.099152       130.468384               0.      -103.213058
                7                2       129.375671       166.257126               0.      -105.246552
                7                3       114.371712       160.803757               0.      -94.7123184
                7                4       133.835114       195.129166               0.      -95.5532455
                8                1       79.1990280       199.389816               0.      -54.0791321
                8                2       78.9595108       214.442734               0.      -30.1106071
                8                3       46.2371788       147.848160               0.      -53.8045731
                8                4       44.3195839       160.691452               0.      -31.9130268
                9                1       95.0717239       162.592453               0.      -21.5892677
                9                2       94.0053482       151.198013               0.      -12.1318541
                9                3       129.190079       162.591324               0.      -28.0027046
                9                4       132.093307       148.692398               0.      -21.5496902
               10                1       145.837601       72.2248611               0.      -37.8942528
               10                2       212.111481       105.728462               0.      -29.9838943
               10                3       125.949768       65.0692291               0.      -58.5675278
               10                4       195.621201       100.226341               0.      -52.3946114
               11                1       133.835114       195.129166               0.       95.5532455
               11                2       129.375671       166.257126               0.       105.246552
               11                3       114.371712       160.803757               0.       94.7123184
               11                4       108.099152       130.468384               0.       103.213058
               12                1       125.393509       118.027573               0.       103.668083
               12                2       171.022278       143.525772               0.       107.998787
               12                3       157.615921       126.903259               0.       95.9417953
               12                4       203.229218       150.539459               0.       97.9952469
               13                1       195.621201       100.226341               0.       52.3946114
               13                2       212.111481       105.728462               0.       29.9838943
               13                3       125.949768       65.0692291               0.       58.5675278
               13                4       145.837601       72.2248611               0.       37.8942528
               14                1       132.093307       148.692398               0.       21.5496902
               14                2       94.0053482       151.198013               0.       12.1318541
               14                3       129.190079       162.591324               0.       28.0027046
               14                4       95.0717239       162.592453               0.       21.5892677
               15                1       44.3195839       160.691452               0.       31.9130268
               15                2       78.9595108       214.442734               0.       30.1106071
               15                3       46.2371788       147.848160               0.       53.8045731
               15                4       79.1990280       199.389816               0.       54.0791321
               16                1       150.539459       203.229218               0.       97.9952469
               16                2       143.525772       171.022278               0.       107.998787
               16                3       126.903259       157.615921               0.       95.9417953
               16                4       118.027573       125.393509               0.       103.668083
               17                1       130.468384       108.099152               0.       103.213058
               17                2       166.257126       129.375671               0.       105.246552
               17                3       160.803757       114.371712               0.       94.7123184
               17                4       195.129166       133.835114               0.       95.5532455
               18                1       199.389816       79.1990280               0.       54.0791321
               18                2       214.442734       78.9595108               0.       30.1106071
               18                3       147.848160       46.2371788               0.       53.8045731
               18                4       160.691452       44.3195839               0.       31.9130268
               19                1       162.592453       95.0717239               0.       21.5892677
               19                2       151.198013       94.0053482               0.       12.1318541
               19                3       162.591324       129.190079               0.       28.0027046
               19                4       148.692398       132.093307               0.       21.5496902
               20                1       72.2248611       145.837601               0.       37.8942528
               20                2       105.728462       212.111481               0.       29.9838943
               20                3       65.0692291       125.949768               0.       58.5675278
               20                4       100.226341       195.621201               0.       52.3946114
               21                1       203.229218       150.539459               0.      -97.9952469
               21                2       171.022278       143.525772               0.      -107.998787
               21                3       157.615921       126.903259               0.      -95.9417953
               21                4       125.393509       118.027573               0.      -103.668083
               22                1       108.099152       130.468384               0.      -103.213058
               22                2       129.375671       166.257126               0.      -105.246552
               22                3       114.371712       160.803757               0.      -94.7123184
               22                4       133.835114       195.129166               0.      -95.5532455
               23                1       79.1990280       199.389816               0.      -54.0791321
               23                2       78.9595108       214.442734               0.      -30.1106071
               23                3       46.2371788       147.848160               0.      -53.8045731
               23                4       44.3195839       160.691452               0.      -31.9130268
               24                1       95.0717239       162.592453               0.      -21.5892677
               24                2       94.0053482       151.198013               0.      -12.1318541
               24                3       129.190079       162.591324               0.      -28.0027046
               24                4       132.093307       148.692398               0.      -21.5496902
               25                1       145.837601       72.2248611               0.      -37.8942528
               25                2       212.111481       105.728462               0.      -29.9838943
               25                3       125.949768       65.0692291               0.      -58.5675278
               25                4       195.621201       100.226341               0.      -52.3946114
               26                1       150.539459       203.229218               0.       97.9952469
               26                2       143.525772       171.022278               0.       107.998787
               26                3       126.903259       157.615921               0.       95.9417953
               26                4       118.027573       125.393509               0.       103.668083
               27                1       130.468384       108.099152               0.       103.213058
               27                2       166.257126       129.375671               0.       105.246552
               27                3       160.803757       114.371712               0.       94.7123184
               27                4       195.129166       133.835114               0.       95.5532455
               28                1       199.389816       79.1990280               0.       54.0791321
               28                2       214.442734       78.9595108               0.       30.1106071
               28                3       147.848160       46.2371788               0.       53.8045731
               28                4       160.691452       44.3195839               0.       31.9130268
               29                1       162.592453       95.0717239               0.       21.5892677
               29                2       151.198013       94.0053482               0.       12.1318541
               29                3       162.591324       129.190079               0.       28.0027046
               29                4       148.692398       132.093307               0.       21.5496902
               30                1       72.2248611       145.837601               0.       37.8942528
               30                2       105.728462       212.111481               0.       29.9838943
               30                3       65.0692291       125.949768               0.       58.5675278
               30                4       100.226341       195.621201               0.       52.3946114
               31                1       133.835114       195.129166               0.       95.5532455
               31                2       129.375671       166.257126               0.       105.246552
               31                3       114.371712       160.803757               0.       94.7123184
               31                4       108.099152       130.468384               0.       103.213058
               32                1       125.393509       118.027573               0.       103.668083
               32                2       171.022278       143.525772               0.       107.998787
               32                3       157.615921       126.903259               0.       95.9417953
               32                4       203.229218       150.539459               0.       97.9952469
               33                1       195.621201       100.226341               0.       52.3946114
               33                2       212.111481       105.728462               0.       29.9838943
               33                3       125.949768       65.0692291               0.       58.5675278
               33                4       145.837601       72.2248611               0.       37.8942528
               34                1       132.093307       148.692398               0.       21.5496902
               34                2       94.0053482       151.198013               0.       12.1318541
               34                3       129.190079       162.591324               0.       28.0027046
               34                4       95.0717239       162.592453               0.       21.5892677
               35                1       44.3195839       160.691452               0.       31.9130268
               35                2       78.9595108       214.442734               0.       30.1106071
               35                3       46.2371788       147.848160               0.       53.8045731
               35                4       79.1990280       199.389816               0.       54.0791321
               36                1       195.129166       133.835114               0.      -95.5532455
               36                2       166.257126       129.375671               0.      -105.246552
               36                3       160.803757       114.371712               0.      -94.7123184
               36                4       130.468384       108.099152               0.      -103.213058
               37                1       118.027573       125.393509               0.      -103.668083
               37                2       143.525772       171.022278               0.      -107.998787
               37                3       126.903259       157.615921               0.      -95.9417953
               37                4       150.539459       203.229218               0.      -97.9952469
               38                1       100.226341       195.621201               0.      -52.3946114
               38                2       105.728462       212.111481               0.      -29.9838943
               38                3       65.0692291       125.949768               0.      -58.5675278
               38                4       72.2248611       145.837601               0.      -37.8942528
               39                1       148.692398       132.093307               0.      -21.5496902
               39                2       151.198013       94.0053482               0.      -12.1318541
               39                3       162.591324       129.190079               0.      -28.0027046
               39                4       162.592453       95.0717239               0.      -21.5892677
               40                1       160.691452       44.3195839               0.      -31.9130268
               40                2       214.442734       78.9595108               0.      -30.1106071
               40                3       147.848160       46.2371788               0.      -53.8045731
               40                4       199.389816       79.1990280               0.      -54.0791321


********************************************************************************
Field Output Report, written Wed Apr 16 15:17:46 2025

Source 1
---------

   ODB: C:/lnms/Vid/cross-hole/cross-hole-U.odb
   Step: loading
   Frame: Increment      4: Step Time =   0.4000

Loc 1 : Integration point values from source 1

Output sorted by column "Element Label".

Field Output reported at integration points for region: SPECIMEN-1.Region_1

          Element              Int            S.S11            S.S22            S.S33            S.S12
            Label               Pt           @Loc 1           @Loc 1           @Loc 1           @Loc 1
-------------------------------------------------------------------------------------------------------
                1                1       227.019043       155.026733               0.      -111.995003
                1                2       192.371292       149.633698               0.      -123.597221
                1                3       184.728668       130.579849               0.      -109.354630
                1                4       148.694244       123.058815               0.      -119.349907
                2                1       134.065765       143.051392               0.      -119.812744
                2                2       165.559036       197.238297               0.      -126.592468
                2                3       144.241394       180.741211               0.      -111.069984
                2                4       173.509445       235.290222               0.      -115.026543
                3                1       114.796196       226.326370               0.      -61.4608459
                3                2       121.670517       245.721954               0.      -35.0889664
                3                3       70.9638596       139.819412               0.      -66.2771759
                3                4       79.1731720       161.932007               0.      -42.5230522
                4                1       168.026489       149.135559               0.      -24.2671604
                4                2       166.955292       102.974747               0.      -13.4917784
                4                3       186.318741       147.951569               0.      -32.1235352
                4                4       183.281921       106.437721               0.      -24.5780964
                5                1       181.524094       48.9316750               0.      -36.4871902
                5                2       248.978653       90.1070709               0.      -35.3974037
                5                3       167.188843       50.1987000               0.      -61.6376610
                5                4       231.332108       89.3976669               0.      -63.6215630
                6                1       235.290222       173.509445               0.      -115.026543
                6                2       197.238297       165.559036               0.      -126.592468
                6                3       180.741211       144.241394               0.      -111.069984
                6                4       143.051392       134.065765               0.      -119.812744
                7                1       123.058815       148.694244               0.      -119.349907
                7                2       149.633698       192.371292               0.      -123.597221
                7                3       130.579849       184.728668               0.      -109.354630
                7                4       155.026733       227.019043               0.      -111.995003
                8                1       89.3976669       231.332108               0.      -63.6215630
                8                2       90.1070709       248.978653               0.      -35.3974037
                8                3       50.1987000       167.188843               0.      -61.6376610
                8                4       48.9316750       181.524094               0.      -36.4871902
                9                1       106.437721       183.281921               0.      -24.5780964
                9                2       102.974747       166.955292               0.      -13.4917784
                9                3       147.951569       186.318741               0.      -32.1235352
                9                4       149.135559       168.026489               0.      -24.2671604
               10                1       161.932007       79.1731720               0.      -42.5230522
               10                2       245.721954       121.670517               0.      -35.0889664
               10                3       139.819412       70.9638596               0.      -66.2771759
               10                4       226.326370       114.796196               0.      -61.4608459
               11                1       155.026733       227.019043               0.       111.995003
               11                2       149.633698       192.371292               0.       123.597221
               11                3       130.579849       184.728668               0.       109.354630
               11                4       123.058815       148.694244               0.       119.349907
               12                1       143.051392       134.065765               0.       119.812744
               12                2       197.238297       165.559036               0.       126.592468
               12                3       180.741211       144.241394               0.       111.069984
               12                4       235.290222       173.509445               0.       115.026543
               13                1       226.326370       114.796196               0.       61.4608459
               13                2       245.721954       121.670517               0.       35.0889664
               13                3       139.819412       70.9638596               0.       66.2771759
               13                4       161.932007       79.1731720               0.       42.5230522
               14                1       149.135559       168.026489               0.       24.2671604
               14                2       102.974747       166.955292               0.       13.4917784
               14                3       147.951569       186.318741               0.       32.1235352
               14                4       106.437721       183.281921               0.       24.5780964
               15                1       48.9316750       181.524094               0.       36.4871902
               15                2       90.1070709       248.978653               0.       35.3974037
               15                3       50.1987000       167.188843               0.       61.6376610
               15                4       89.3976669       231.332108               0.       63.6215630
               16                1       173.509445       235.290222               0.       115.026543
               16                2       165.559036       197.238297               0.       126.592468
               16                3       144.241394       180.741211               0.       111.069984
               16                4       134.065765       143.051392               0.       119.812744
               17                1       148.694244       123.058815               0.       119.349907
               17                2       192.371292       149.633698               0.       123.597221
               17                3       184.728668       130.579849               0.       109.354630
               17                4       227.019043       155.026733               0.       111.995003
               18                1       231.332108       89.3976669               0.       63.6215630
               18                2       248.978653       90.1070709               0.       35.3974037
               18                3       167.188843       50.1987000               0.       61.6376610
               18                4       181.524094       48.9316750               0.       36.4871902
               19                1       183.281921       106.437721               0.       24.5780964
               19                2       166.955292       102.974747               0.       13.4917784
               19                3       186.318741       147.951569               0.       32.1235352
               19                4       168.026489       149.135559               0.       24.2671604
               20                1       79.1731720       161.932007               0.       42.5230522
               20                2       121.670517       245.721954               0.       35.0889664
               20                3       70.9638596       139.819412               0.       66.2771759
               20                4       114.796196       226.326370               0.       61.4608459
               21                1       235.290222       173.509445               0.      -115.026543
               21                2       197.238297       165.559036               0.      -126.592468
               21                3       180.741211       144.241394               0.      -111.069984
               21                4       143.051392       134.065765               0.      -119.812744
               22                1       123.058815       148.694244               0.      -119.349907
               22                2       149.633698       192.371292               0.      -123.597221
               22                3       130.579849       184.728668               0.      -109.354630
               22                4       155.026733       227.019043               0.      -111.995003
               23                1       89.3976669       231.332108               0.      -63.6215630
               23                2       90.1070709       248.978653               0.      -35.3974037
               23                3       50.1987000       167.188843               0.      -61.6376610
               23                4       48.9316750       181.524094               0.      -36.4871902
               24                1       106.437721       183.281921               0.      -24.5780964
               24                2       102.974747       166.955292               0.      -13.4917784
               24                3       147.951569       186.318741               0.      -32.1235352
               24                4       149.135559       168.026489               0.      -24.2671604
               25                1       161.932007       79.1731720               0.      -42.5230522
               25                2       245.721954       121.670517               0.      -35.0889664
               25                3       139.819412       70.9638596               0.      -66.2771759
               25                4       226.326370       114.796196               0.      -61.4608459
               26                1       173.509445       235.290222               0.       115.026543
               26                2       165.559036       197.238297               0.       126.592468
               26                3       144.241394       180.741211               0.       111.069984
               26                4       134.065765       143.051392               0.       119.812744
               27                1       148.694244       123.058815               0.       119.349907
               27                2       192.371292       149.633698               0.       123.597221
               27                3       184.728668       130.579849               0.       109.354630
               27                4       227.019043       155.026733               0.       111.995003
               28                1       231.332108       89.3976669               0.       63.6215630
               28                2       248.978653       90.1070709               0.       35.3974037
               28                3       167.188843       50.1987000               0.       61.6376610
               28                4       181.524094       48.9316750               0.       36.4871902
               29                1       183.281921       106.437721               0.       24.5780964
               29                2       166.955292       102.974747               0.       13.4917784
               29                3       186.318741       147.951569               0.       32.1235352
               29                4       168.026489       149.135559               0.       24.2671604
               30                1       79.1731720       161.932007               0.       42.5230522
               30                2       121.670517       245.721954               0.       35.0889664
               30                3       70.9638596       139.819412               0.       66.2771759
               30                4       114.796196       226.326370               0.       61.4608459
               31                1       155.026733       227.019043               0.       111.995003
               31                2       149.633698       192.371292               0.       123.597221
               31                3       130.579849       184.728668               0.       109.354630
               31                4       123.058815       148.694244               0.       119.349907
               32                1       143.051392       134.065765               0.       119.812744
               32                2       197.238297       165.559036               0.       126.592468
               32                3       180.741211       144.241394               0.       111.069984
               32                4       235.290222       173.509445               0.       115.026543
               33                1       226.326370       114.796196               0.       61.4608459
               33                2       245.721954       121.670517               0.       35.0889664
               33                3       139.819412       70.9638596               0.       66.2771759
               33                4       161.932007       79.1731720               0.       42.5230522
               34                1       149.135559       168.026489               0.       24.2671604
               34                2       102.974747       166.955292               0.       13.4917784
               34                3       147.951569       186.318741               0.       32.1235352
               34                4       106.437721       183.281921               0.       24.5780964
               35                1       48.9316750       181.524094               0.       36.4871902
               35                2       90.1070709       248.978653               0.       35.3974037
               35                3       50.1987000       167.188843               0.       61.6376610
               35                4       89.3976669       231.332108               0.       63.6215630
               36                1       227.019043       155.026733               0.      -111.995003
               36                2       192.371292       149.633698               0.      -123.597221
               36                3       184.728668       130.579849               0.      -109.354630
               36                4       148.694244       123.058815               0.      -119.349907
               37                1       134.065765       143.051392               0.      -119.812744
               37                2       165.559036       197.238297               0.      -126.592468
               37                3       144.241394       180.741211               0.      -111.069984
               37                4       173.509445       235.290222               0.      -115.026543
               38                1       114.796196       226.326370               0.      -61.4608459
               38                2       121.670517       245.721954               0.      -35.0889664
               38                3       70.9638596       139.819412               0.      -66.2771759
               38                4       79.1731720       161.932007               0.      -42.5230522
               39                1       168.026489       149.135559               0.      -24.2671604
               39                2       166.955292       102.974747               0.      -13.4917784
               39                3       186.318741       147.951569               0.      -32.1235352
               39                4       183.281921       106.437721               0.      -24.5780964
               40                1       181.524094       48.9316750               0.      -36.4871902
               40                2       248.978653       90.1070709               0.      -35.3974037
               40                3       167.188843       50.1987000               0.      -61.6376610
               40                4       231.332108       89.3976669               0.      -63.6215630


********************************************************************************
Field Output Report, written Wed Apr 16 15:18:15 2025

Source 1
---------

   ODB: C:/lnms/Vid/cross-hole/cross-hole-U.odb
   Step: loading
   Frame: Increment      5: Step Time =   0.5000

Loc 1 : Integration point values from source 1

Output sorted by column "Element Label".

Field Output reported at integration points for region: SPECIMEN-1.Region_1

          Element              Int            S.S11            S.S22            S.S33            S.S12
            Label               Pt           @Loc 1           @Loc 1           @Loc 1           @Loc 1
-------------------------------------------------------------------------------------------------------
                1                1       257.863586       175.830612               0.      -128.255737
                1                2       217.297775       168.617813               0.      -141.870850
                1                3       208.270157       147.147797               0.      -123.791519
                1                4       166.570435       137.649002               0.      -135.343506
                2                1       149.729568       160.020401               0.      -135.911865
                2                2       186.790390       222.345840               0.      -145.107010
                2                3       161.458038       203.410370               0.      -126.072105
                2                4       195.976791       266.490021               0.      -131.875168
                3                1       128.019348       255.038681               0.      -70.4344711
                3                2       136.648041       277.665588               0.      -39.9452095
                3                3       75.6091766       151.736755               0.      -74.2941055
                3                4       85.4865189       176.930618               0.      -47.2428513
                4                1       186.400116       165.195038               0.      -27.0356865
                4                2       181.930801       111.102646               0.      -14.8895130
                4                3       208.843460       165.520264               0.      -36.1754189
                4                4       202.904861       116.802132               0.      -27.5044479
                5                1       201.091125       53.0226135               0.      -41.0178108
                5                2       281.513794       100.514519               0.      -40.3521194
                5                3       184.376953       53.0218277               0.      -69.7620239
                5                4       260.739166       98.2278976               0.      -73.0809250
                6                1       266.490021       195.976791               0.      -131.875168
                6                2       222.345840       186.790390               0.      -145.107010
                6                3       203.410370       161.458038               0.      -126.072105
                6                4       160.020401       149.729568               0.      -135.911865
                7                1       137.649002       166.570435               0.      -135.343506
                7                2       168.617813       217.297775               0.      -141.870850
                7                3       147.147797       208.270157               0.      -123.791519
                7                4       175.830612       257.863586               0.      -128.255737
                8                1       98.2278976       260.739166               0.      -73.0809250
                8                2       100.514519       281.513794               0.      -40.3521194
                8                3       53.0218277       184.376953               0.      -69.7620239
                8                4       53.0226135       201.091125               0.      -41.0178108
                9                1       116.802132       202.904861               0.      -27.5044479
