1.000000000000000000e+00,1.616116519999999923e+01,1.616116519999999923e+01
2.000000000000000000e+00,7.071067809999999731e+00,7.071067809999999731e+00
3.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e+00,2.500000000000000000e+01,1.250000000000000000e+01
6.000000000000000000e+00,-7.071067809999999731e+00,-7.071067809999999731e+00
7.000000000000000000e+00,-1.616116519999999923e+01,-1.616116519999999923e+01
8.000000000000000000e+00,-1.250000000000000000e+01,-2.500000000000000000e+01
9.000000000000000000e+00,0.000000000000000000e+00,-2.500000000000000000e+01
1.000000000000000000e+01,0.000000000000000000e+00,-1.000000000000000000e+01
1.100000000000000000e+01,-1.616116519999999923e+01,1.616116519999999923e+01
1.200000000000000000e+01,-7.071067809999999731e+00,7.071067809999999731e+00
1.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
1.400000000000000000e+01,0.000000000000000000e+00,2.500000000000000000e+01
1.500000000000000000e+01,-1.250000000000000000e+01,2.500000000000000000e+01
1.600000000000000000e+01,7.071067809999999731e+00,-7.071067809999999731e+00
1.700000000000000000e+01,1.616116519999999923e+01,-1.616116519999999923e+01
1.800000000000000000e+01,2.500000000000000000e+01,-1.250000000000000000e+01
1.900000000000000000e+01,1.250000000000000000e+01,2.500000000000000000e+01
2.000000000000000000e+01,-2.500000000000000000e+01,1.250000000000000000e+01
2.100000000000000000e+01,-2.500000000000000000e+01,0.000000000000000000e+00
2.200000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00
2.300000000000000000e+01,1.250000000000000000e+01,-2.500000000000000000e+01
2.400000000000000000e+01,-2.500000000000000000e+01,-1.250000000000000000e+01
2.500000000000000000e+01,2.176476290000000091e+01,1.292592720000000028e+01
2.600000000000000000e+01,1.875000000000000000e+01,1.417468260000000058e+01
2.700000000000000000e+01,1.434314539999999916e+01,1.434314539999999916e+01
2.800000000000000000e+01,1.252512650000000072e+01,1.252512650000000072e+01
2.900000000000000000e+01,1.070710659999999947e+01,1.070710659999999947e+01
3.000000000000000000e+01,8.889087679999999381e+00,8.889087679999999381e+00
3.100000000000000000e+01,8.660254480000000754e+00,5.000000000000000000e+00
3.200000000000000000e+01,9.659257889999999236e+00,2.588190560000000140e+00
3.300000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00
3.400000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00
3.500000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00
3.600000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00
3.700000000000000000e+01,2.500000000000000000e+01,3.125000000000000000e+00
3.800000000000000000e+01,2.500000000000000000e+01,6.250000000000000000e+00
3.900000000000000000e+01,2.500000000000000000e+01,9.375000000000000000e+00
4.000000000000000000e+01,-2.588190560000000140e+00,-9.659257889999999236e+00
4.100000000000000000e+01,-5.000000000000000000e+00,-8.660254480000000754e+00
4.200000000000000000e+01,-8.889087679999999381e+00,-8.889087679999999381e+00
4.300000000000000000e+01,-1.070710659999999947e+01,-1.070710659999999947e+01
4.400000000000000000e+01,-1.252512650000000072e+01,-1.252512650000000072e+01
4.500000000000000000e+01,-1.434314539999999916e+01,-1.434314539999999916e+01
4.600000000000000000e+01,-1.417468260000000058e+01,-1.875000000000000000e+01
4.700000000000000000e+01,-1.292592720000000028e+01,-2.176476290000000091e+01
4.800000000000000000e+01,-9.375000000000000000e+00,-2.500000000000000000e+01
4.900000000000000000e+01,-6.250000000000000000e+00,-2.500000000000000000e+01
5.000000000000000000e+01,-3.125000000000000000e+00,-2.500000000000000000e+01
5.100000000000000000e+01,0.000000000000000000e+00,-2.200000000000000000e+01
5.200000000000000000e+01,0.000000000000000000e+00,-1.900000000000000000e+01
5.300000000000000000e+01,0.000000000000000000e+00,-1.600000000000000000e+01
5.400000000000000000e+01,0.000000000000000000e+00,-1.300000000000000000e+01
5.500000000000000000e+01,-1.292592720000000028e+01,2.176476290000000091e+01
5.600000000000000000e+01,-1.417468260000000058e+01,1.875000000000000000e+01
5.700000000000000000e+01,-1.434314539999999916e+01,1.434314539999999916e+01
5.800000000000000000e+01,-1.252512650000000072e+01,1.252512650000000072e+01
5.900000000000000000e+01,-1.070710659999999947e+01,1.070710659999999947e+01
6.000000000000000000e+01,-8.889087679999999381e+00,8.889087679999999381e+00
6.100000000000000000e+01,-5.000000000000000000e+00,8.660254480000000754e+00
6.200000000000000000e+01,-2.588190560000000140e+00,9.659257889999999236e+00
6.300000000000000000e+01,0.000000000000000000e+00,1.300000000000000000e+01
6.400000000000000000e+01,0.000000000000000000e+00,1.600000000000000000e+01
6.500000000000000000e+01,0.000000000000000000e+00,1.900000000000000000e+01
6.600000000000000000e+01,0.000000000000000000e+00,2.200000000000000000e+01
6.700000000000000000e+01,-3.125000000000000000e+00,2.500000000000000000e+01
6.800000000000000000e+01,-6.250000000000000000e+00,2.500000000000000000e+01
6.900000000000000000e+01,-9.375000000000000000e+00,2.500000000000000000e+01
7.000000000000000000e+01,9.659257889999999236e+00,-2.588190560000000140e+00
7.100000000000000000e+01,8.660254480000000754e+00,-5.000000000000000000e+00
7.200000000000000000e+01,8.889087679999999381e+00,-8.889087679999999381e+00
7.300000000000000000e+01,1.070710659999999947e+01,-1.070710659999999947e+01
7.400000000000000000e+01,1.252512650000000072e+01,-1.252512650000000072e+01
7.500000000000000000e+01,1.434314539999999916e+01,-1.434314539999999916e+01
7.600000000000000000e+01,1.875000000000000000e+01,-1.417468260000000058e+01
7.700000000000000000e+01,2.176476290000000091e+01,-1.292592720000000028e+01
7.800000000000000000e+01,2.500000000000000000e+01,-9.375000000000000000e+00
7.900000000000000000e+01,2.500000000000000000e+01,-6.250000000000000000e+00
8.000000000000000000e+01,2.500000000000000000e+01,-3.125000000000000000e+00
8.100000000000000000e+01,2.588190560000000140e+00,9.659257889999999236e+00
8.200000000000000000e+01,5.000000000000000000e+00,8.660254480000000754e+00
8.300000000000000000e+01,1.417468260000000058e+01,1.875000000000000000e+01
8.400000000000000000e+01,1.292592720000000028e+01,2.176476290000000091e+01
8.500000000000000000e+01,9.375000000000000000e+00,2.500000000000000000e+01
8.600000000000000000e+01,6.250000000000000000e+00,2.500000000000000000e+01
8.700000000000000000e+01,3.125000000000000000e+00,2.500000000000000000e+01
8.800000000000000000e+01,-9.659257889999999236e+00,2.588190560000000140e+00
8.900000000000000000e+01,-8.660254480000000754e+00,5.000000000000000000e+00
9.000000000000000000e+01,-1.875000000000000000e+01,1.417468260000000058e+01
9.100000000000000000e+01,-2.176476290000000091e+01,1.292592720000000028e+01
9.200000000000000000e+01,-2.500000000000000000e+01,9.375000000000000000e+00
9.300000000000000000e+01,-2.500000000000000000e+01,6.250000000000000000e+00
9.400000000000000000e+01,-2.500000000000000000e+01,3.125000000000000000e+00
9.500000000000000000e+01,-2.200000000000000000e+01,0.000000000000000000e+00
9.600000000000000000e+01,-1.900000000000000000e+01,0.000000000000000000e+00
9.700000000000000000e+01,-1.600000000000000000e+01,0.000000000000000000e+00
9.800000000000000000e+01,-1.300000000000000000e+01,0.000000000000000000e+00
9.900000000000000000e+01,1.292592720000000028e+01,-2.176476290000000091e+01
1.000000000000000000e+02,1.417468260000000058e+01,-1.875000000000000000e+01
1.010000000000000000e+02,5.000000000000000000e+00,-8.660254480000000754e+00
1.020000000000000000e+02,2.588190560000000140e+00,-9.659257889999999236e+00
1.030000000000000000e+02,3.125000000000000000e+00,-2.500000000000000000e+01
1.040000000000000000e+02,6.250000000000000000e+00,-2.500000000000000000e+01
1.050000000000000000e+02,9.375000000000000000e+00,-2.500000000000000000e+01
1.060000000000000000e+02,-2.176476290000000091e+01,-1.292592720000000028e+01
1.070000000000000000e+02,-1.875000000000000000e+01,-1.417468260000000058e+01
1.080000000000000000e+02,-8.660254480000000754e+00,-5.000000000000000000e+00
1.090000000000000000e+02,-9.659257889999999236e+00,-2.588190560000000140e+00
1.100000000000000000e+02,-2.500000000000000000e+01,-3.125000000000000000e+00
1.110000000000000000e+02,-2.500000000000000000e+01,-6.250000000000000000e+00
